jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland,index
RAPANOS,LRB-2016-00076,Buffalo,PathStone Development Corporation,-77.73533999999998,43.16348,02/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146
RAPANOS,LRB-2016-00077,Buffalo,"Carter, Peter and Susan",-77.15394000000002,42.55664,03/23/2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,147
RAPANOS,LRB-2016-00121,Buffalo,NYSDEC Lows Lake Dam,-74.6708,44.1098,02/05/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,148
RAPANOS,LRB-2016-00132,Buffalo,"Volk, Cathy",-78.02932,42.71024,04/12/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,149
RAPANOS,LRB-2016-00136,Buffalo,"Licata, Joni",-78.02939000000002,42.71007,04/06/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,150
RAPANOS,LRB-2016-00164,Buffalo,ODNR - Division of Engineering (Wingfoot Lake Boat Launch Ramp),-81.37057,41.01907,06/21/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,151
RAPANOS,LRB-2016-00173,Buffalo,"S and J Morrell, Inc.",-77.55665,43.08936,06/20/2016,0,1,0,0,0,0,0,0,0,1,0,0,0,1,152
RAPANOS,LRB-2016-00177,Buffalo,FOP LLC,-78.88433000000002,42.66487,02/18/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,153
RAPANOS,LRB-2016-00190,Buffalo,"Poirier, Brent H.",-75.19190999999998,44.8731,05/26/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,154
RAPANOS,LRB-2016-00221,Buffalo,U.S. Department of Veterans Affairs-National Cemetary,-78.39904,43.01704,04/14/2016,0,1,0,0,0,0,1,1,1,1,1,0,0,0,155
RAPANOS,LRB-2016-00235,Buffalo,"Rhode, Leslie E.",-77.09568,42.56044,03/03/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,156
RAPANOS,LRB-2016-00248,Buffalo,Eastern Shores Developers - Port City Village,-76.48666,43.46484,07/11/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157
RAPANOS,LRB-2016-00249,Buffalo,Hawksmoor Association - (Aurora Branch),-81.3883,41.385059999999996,06/27/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,158
RAPANOS,LRB-2016-00251,Buffalo,NYSDEC - Old Upper Mountain Road State Superfund Site,-78.72441999999998,43.17044,06/02/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0,159
RAPANOS,LRB-2016-00256,Buffalo,"Ray, James, Jr.",-76.56161999999999,42.37125,03/03/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,160
RAPANOS,LRB-2016-00265,Buffalo,"Ross, Lois",-75.93814,44.35303,05/17/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,161
RAPANOS,LRB-2016-00274,Buffalo,Metroparks of the Toledo Area - Oak Openings Corridor Trail connecting Secor Metropark to Wiregrass Lake Metropark,-83.78555,41.64745,08/04/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,162
RAPANOS,LRB-2016-00276,Buffalo,Waters Edge Villas at Browning Masonic Community,-83.75319,41.476459999999996,08/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163
RAPANOS,LRB-2016-00284,Buffalo,"Rinker, Janice",-78.28489999999998,42.25258,05/27/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,164
RAPANOS,LRB-2016-00296,Buffalo,Lakeside Sand and Gravel (Mine Services),-81.28543000000002,41.24878,06/09/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
RAPANOS,LRB-2016-00299,Buffalo,USFWS Ottawa National Refuge - Gaeth-Kurdys Unit,-83.10214000000002,41.586890000000004,03/25/2016,1,1,0,0,0,0,0,0,0,0,0,0,0,1,166
RAPANOS,LRB-2016-00322,Buffalo,NEORSD- Doan Brook trash rack access road,-81.60104,41.49462,03/28/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,167
RAPANOS,LRB-2016-00329,Buffalo,Lucas County Engineer - Bancroft St Bridge over Langenderfer Ditch,-83.82470000000002,41.65797,04/13/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,168
RAPANOS,LRB-2016-00350,Buffalo,City of Canandaigua-Route 46,-77.24684999999998,42.885870000000004,11/02/2016,0,1,0,0,0,0,1,1,1,1,1,0,0,1,169
RAPANOS,LRB-2016-00409,Buffalo,"Lucas, Bob",-76.23291999999998,42.55551,05/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170
RAPANOS,LRB-2016-00439,Buffalo,2920 and 2932 Grand Island Boulevard,-78.98213,43.04116,04/06/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171
RAPANOS,LRB-2016-00467,Buffalo,Allen County Engineer - (Zurmehly Road Bridge Replacement),-84.16088999999998,40.69363,06/02/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,172
RAPANOS,LRB-2016-00471,Buffalo,Ottawa County Engineer - Graytown Road Bridge at Packer Creek,-83.26085999999998,41.567029999999995,05/26/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,173
RAPANOS,LRB-2016-00472,Buffalo,"Richmond, Town of - Mill Creek",-77.50917,42.78794,05/25/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,174
RAPANOS,LRB-2016-00500,Buffalo,ODNR- Division of Engineering,-84.28014,41.29204,07/21/2017,1,1,0,1,1,1,0,0,0,0,0,0,0,1,175
RAPANOS,LRB-2016-00514,Buffalo,"Mohawk, Adirondack, and Northern Railroad Corp - Milepost 50.60",-75.31870000000002,44.1539,07/06/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,176
RAPANOS,LRB-2016-00515,Buffalo,"Mohawk, Adirondack, and Northern Railroad Corp - Milepost 55.54",-75.2362,44.1668,07/07/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,177
RAPANOS,LRB-2016-00520,Buffalo,Kev Properties LLC,-84.29996,41.28597,08/24/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,178
RAPANOS,LRB-2016-00539,Buffalo,"Ranch View, LLC - Chesnut Ridge Road",-78.80149,43.00403,09/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179
RAPANOS,LRB-2016-00551,Buffalo,Case Western Reserve University (Connector at Doan Brook),-81.61293000000002,41.50796,11/07/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,180
RAPANOS,LRB-2016-00564,Buffalo,"Sicignano III, Henry (previous: Sicignano,III, Henry - Estate of Dorothy Cannon)",-78.64328,43.003209999999996,11/02/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,181
RAPANOS,LRB-2016-00565,Buffalo,"Bill Gray's, Inc.",-77.73495,43.21743,06/23/2016,0,1,0,0,0,0,1,0,0,1,0,0,0,0,182
RAPANOS,LRB-2016-00581,Buffalo,"Akron, City of - Engineering Bureau (Merriman Separation-Green Project)",-81.53749000000002,41.1207,06/08/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
RAPANOS,LRB-2016-00593,Buffalo,Wagner Donna,-83.47318,41.711420000000004,05/06/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184
RAPANOS,LRB-2016-00643,Buffalo,Wood County Engineer (Jerry City Road Bridge Replacement),-83.83360999999998,41.25528,07/14/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,185
RAPANOS,LRB-2016-00646,Buffalo,"Albion, Village of - Densmore Street Solar",-78.16658000000001,43.25506,06/21/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0,186
RAPANOS,LRB-2016-00792,Buffalo,David Homes - Ebeneezer Woods,-78.73381999999998,42.83358,11/22/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,187
RAPANOS,LRB-2016-00798,Buffalo,"Schissler, Chris",-83.81965,41.6216,10/20/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188
RAPANOS,LRB-2016-00805,Buffalo,Livingston County Sewer and Water Authority - D'Angelo Drive Solar Array,-77.71176,42.84588,08/15/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189
RAPANOS,LRB-2016-00809,Buffalo,"Nichols, Town of - Nichols Highway Garage ",-76.30968,42.06584,11/30/2017,0,1,0,0,0,0,1,1,1,0,1,0,0,0,190
RAPANOS,LRB-2016-00836,Buffalo,"Snyder, Christine",-76.22378999999998,42.1206,08/03/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,191
RAPANOS,LRB-2016-00844,Buffalo,"Baker Holdings, LTC - Bakers Acres Phase II",-81.4522,41.11468,09/08/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192
RAPANOS,LRB-2016-00862,Buffalo,"Quaker Estates 1, LP",-78.78082000000002,42.693709999999996,03/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193
RAPANOS,LRB-2016-00885,Buffalo,"Eckert, John",-84.27625999999998,41.26589,10/18/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,194
RAPANOS,LRB-2016-00886,Buffalo,"Eckert, William",-84.27749,41.26296,10/18/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,195
RAPANOS,LRB-2016-00887,Buffalo,"Rohn, Karen",-84.28077999999998,41.26102,10/18/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,196
RAPANOS,LRB-2016-00907,Buffalo,Giusiana Architects and Engineers,-79.01418000000001,43.19407,04/21/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,197
RAPANOS,LRB-2016-00915,Buffalo,"Trifed Properties, LLC (previous: Fedyk Builders, Inc. - Community Lane)",-77.27911,43.22481,10/05/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,198
RAPANOS,LRB-2016-00916,Buffalo,"Barrett Paving Materials, Inc. (Wetzel Road)",-76.19833,43.1494,11/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199
RAPANOS,LRB-2016-00929,Buffalo,"Smithler, David",-76.55707,43.024879999999996,08/09/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200
RAPANOS,LRB-2016-00937,Buffalo,"Hodgson, Patrick",-78.95,42.716,01/19/2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0,201
RAPANOS,LRB-2016-00961,Buffalo,Waterville Mini Storage,-83.74686,41.507220000000004,03/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202
RAPANOS,LRB-2016-00963,Buffalo,NAI Harmon Group,-83.57163,41.5553,10/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203
RAPANOS,LRB-2016-00982,Buffalo,Quarry Lakes LLC,-82.22342999999998,41.41356,10/11/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204
RAPANOS,LRB-2016-01025,Buffalo,"Dustin, Dan and Ashley",-78.79559,42.820170000000005,12/12/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,205
RAPANOS,LRB-2016-01026,Buffalo,Northtowns Cardiology,-78.78062,42.99194,10/23/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,206
RAPANOS,LRB-2016-01027,Buffalo,"Westbrook, Greg",-77.24715999999998,42.888290000000005,12/22/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,207
RAPANOS,LRB-2016-01048,Buffalo,"Tewey, John",-78.80822999999998,42.77189,12/23/2016,0,1,0,0,0,0,0,1,0,0,1,0,0,1,208
RAPANOS,LRB-2016-01058,Buffalo,"JND Properties, LLC. (Formerly  (JA Friedman Capital)",-81.9864,41.496179999999995,12/04/2017,0,1,0,0,0,0,0,0,0,1,0,0,0,1,209
RAPANOS,LRB-2016-01082,Buffalo,"Delaware River Solar, LLC - Turner Road",-76.6765,42.0946,11/16/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210
RAPANOS,LRB-2016-01154,Buffalo,"Kulbacks Construction, Inc - Lawrence Bell Drive",-78.70619000000002,42.952259999999995,10/21/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0,211
RAPANOS,LRB-2016-01169,Buffalo,Van Noble Farms ,-76.65206999999998,42.456070000000004,11/22/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212
RAPANOS,LRB-2016-01176,Buffalo,"Richland Residential, Inc.",-81.32463,41.135940000000005,08/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213
RAPANOS,LRB-2016-01182,Buffalo,Arbel LLC (Dealmaker Auto),-75.93823,43.97753,10/02/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,214
RAPANOS,LRB-2016-01188,Buffalo,"Mayo, William C.",-76.38336,42.88438,10/24/2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,215
RAPANOS,LRB-2016-01228,Buffalo,"Kulbacks Construction, Inc - North Forest Road",-78.77289,43.00715,10/19/2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216
RAPANOS,LRB-2016-01232,Buffalo,"Strods, Sal",-76.38424000000002,42.885670000000005,10/24/2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,217
RAPANOS,LRB-2016-01260,Buffalo,Active Solar Development LLC,-78.98321999999999,43.03705,01/04/2018,0,1,0,0,0,0,0,1,0,0,1,0,0,1,218
RAPANOS,LRB-2016-01309,Buffalo,"McGuinnis, Nancy",-81.40375,41.5177,02/21/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,219
RAPANOS,LRB-2016-01312,Buffalo,Wyandot County Engineer,-83.16898,40.77084,11/30/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,220
RAPANOS,LRB-2016-01313,Buffalo,Ursuline Sisters of Cleveland,-81.46919,41.49306,01/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221
RAPANOS,LRB-2016-01321,Buffalo,JAB Supply Corp.,-81.46235,41.61554,11/27/2017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,222
RAPANOS,LRB-2016-01337,Buffalo,"Kulbacks Construction, Inc",-78.69823000000001,43.01825,10/19/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,223
RAPANOS,LRB-2016-01365,Buffalo,"K. Hovnanian Homes, LLC - Waterside Subdivision Phase 9",-82.03633000000002,41.36895,06/01/2017,0,1,0,0,0,0,1,1,1,1,0,0,0,1,224
RAPANOS,LRB-2016-01383,Buffalo,"Gesel, James (previous: Gesel, Jim)",-78.72333,42.98233,01/08/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1,225
RAPANOS,LRB-2016-01384,Buffalo,"Rubino, Joe and John (previously: Smith, Donald - Upper Mountain Road (Barbara Moll Estate))",-79.01259,43.162729999999996,11/15/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,226
RAPANOS,LRB-2016-01400,Buffalo,"Sathre, Mike",-81.91273000000001,41.48663,02/08/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
RAPANOS,LRB-2016-01405,Buffalo,"Yingling, Michael",-75.14993,43.19404,07/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228
RAPANOS,LRB-2016-01413,Buffalo,JMA Wireless,-76.18899,43.13763,03/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229
RAPANOS,LRB-2016-01511,Buffalo,"Lafayette, Village of - Wastewater Treatment Plant ",-83.9466,40.76314,03/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230
RAPANOS,LRB-2017-00132,Buffalo,Woolpert - Levitt Road,-82.21169,41.4215,11/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231
RAPANOS,LRB-2017-00139,Buffalo,"CT  Consultants, Inc.-Cuyahoga Community College - Corporate College East",-81.5017,41.4398,04/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
RAPANOS,LRB-2017-00212,Buffalo,"Elsner, Michael",-78.14297999999998,43.37494,08/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
RAPANOS,LRB-2017-00219,Buffalo,"National Grid - Green Empire Farms, Inc. (previous: Curtin Farm LP)",-75.69917,43.08944,10/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234
RAPANOS,LRB-2017-00243,Buffalo,Lorain County Engineer - LOR-CR42-0412,-82.26036000000002,41.11485,06/02/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1,235
RAPANOS,LRB-2017-00267,Buffalo,"Basile, Karen",-75.41386999999999,43.30789,06/06/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
RAPANOS,LRB-2017-00298,Buffalo,"Intergrow Greenhouses, Inc. - NY-104",-77.34947,43.2292,07/23/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,237
RAPANOS,LRB-2017-00331,Buffalo,Baldwinsville Central School District - Transportation Center in Radisson,-76.31064000000002,43.1765,10/17/2017,0,1,0,0,0,0,1,0,1,0,0,0,0,0,238
RAPANOS,LRB-2017-00387,Buffalo,MJ Peterson Real Estate - 3910 East Robinson Road,-78.81836,43.03671,01/08/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239
RAPANOS,LRB-2017-00396,Buffalo,Cuyahoga County Department of Public Works,-81.68518,41.40648,07/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
RAPANOS,LRB-2017-00432,Buffalo,Lucas Co. Engineer - Angola Rd Drennan Ditch Bridge,-83.72031,41.62495,06/28/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1,241
RAPANOS,LRB-2017-00435,Buffalo,"North Coast Warehousing and Distribution, LLC",-79.3228,42.46974,01/30/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,1,242
RAPANOS,LRB-2017-00447,Buffalo,Greenberg Farrow ,-84.12197999999998,40.69031,09/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,243
RAPANOS,LRB-2017-00449,Buffalo,Jefferson County Industrial Development Agency - NY-12F,-76.00449,43.99682,10/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,244
RAPANOS,LRB-2017-00505,Buffalo,"Huron Corporate Park, LLC",-82.58575999999998,41.39666,10/31/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1,245
RAPANOS,LRB-2017-00543,Buffalo,Solar Liberty (6791 East Canal Road),-77.91109,43.209759999999996,11/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
RAPANOS,LRB-2017-00576,Buffalo,"CPI Process Systems, Inc.",-78.73415,42.849140000000006,09/18/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,247
RAPANOS,LRB-2017-00607,Buffalo,"H&M Architects/Engineers, Inc - Tractor Supply Distribution Center",-75.09184999999998,43.03888,10/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248
RAPANOS,LRB-2017-00636,Buffalo,Ohio Turnpike Ramp 3 Realignment,-81.98838000000002,41.37899,09/07/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249
RAPANOS,LRB-2017-00639,Buffalo,LeFrois Builders and Developers,-77.67048,43.065870000000004,07/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250
RAPANOS,LRB-2017-00704,Buffalo,"Overmeyer, Sheldon",-83.31277,41.53496,12/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251
RAPANOS,LRB-2017-00709,Buffalo,"Gladish, Brad",-82.02227999999998,41.40392,06/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
RAPANOS,LRB-2017-00783,Buffalo,Ashley Companies,-77.35111000000002,42.96098,11/02/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,253
RAPANOS,LRB-2017-00804,Buffalo,"Indus Real Estate II, LLC (previous: Indus Hospitality Group)",-77.35292,42.973079999999996,09/12/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,254
RAPANOS,LRB-2017-00819,Buffalo,"Romanian Orthodox Church - 6989 Stearns Road, Olmsted Township",-81.94265,41.38862,02/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255
RAPANOS,LRB-2017-00829,Buffalo,DePaul,-75.46098000000002,43.20325,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256
RAPANOS,LRB-2017-00837,Buffalo,Lemmon & Lemmon Inc.- Danbury North Ridgeville,-81.98954000000002,41.37287,10/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,257
RAPANOS,LRB-2017-00872,Buffalo,Orleans County Economic Development Agency - Maziarz Drive,-78.041,43.2221,10/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258
RAPANOS,LRB-2017-00902,Buffalo,Gowanda Central School District,-78.94243,42.47639,01/08/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,1,259
RAPANOS,LRB-2017-00927,Buffalo,Ithaca Neighborhood Housing Services - South Street,-76.66151000000002,42.53553,01/25/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,260
RAPANOS,LRB-2017-00947,Buffalo,"Mannella, Ronald",-78.17258000000001,43.24535,10/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261
RAPANOS,LRB-2017-00953,Buffalo,"Krob, Margaret",-81.77781,41.36184,01/23/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
RAPANOS,LRB-2017-00981,Buffalo,"Deshpande, Vasudevrao and Bloomfield Development",-77.6897,43.0769,04/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263
RAPANOS,LRB-2017-01038,Buffalo,"South Shore Community, LLC",-78.85793000000001,42.74991,03/15/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264
RAPANOS,LRB-2017-01065,Buffalo,Chemung County DPW - NY-13 Connector Road,-76.81468000000001,42.175,12/13/2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1,265
RAPANOS,LRB-2017-01100,Buffalo,"Makuszak, Michael",-75.23793999999998,42.96738,04/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266
RAPANOS,LRB-2017-01117,Buffalo,Hylan Crossing,-77.62972000000002,43.0705,06/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267
RAPANOS,LRB-2017-01145,Buffalo,"Long, Ron",-78.41145,42.96025,11/07/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,268
RAPANOS,LRB-2017-01408,Buffalo,Wood County Engineer - Insley Road Bridge Replacement,-83.65066,41.19365,08/15/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0,269
RAPANOS,LRB-2017-01420,Buffalo,"Jones, William",-75.23912,42.966570000000004,04/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270
RAPANOS,LRB-2018-00143,Buffalo,NAMSA Northwood,-83.5254,41.6116,05/14/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271
RAPANOS,LRB-2018-00180,Buffalo,"Plastpro, Inc.",-80.85402000000002,41.85236,05/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272
RAPANOS,LRB-2018-00309,Buffalo,Metroparks Toledo - Recreational Trail at Blue Creek Metropark,-83.80249999999998,41.5131,05/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
RAPANOS,LRB-2018-00324,Buffalo,"Dody, Trudy",-76.45,42.73087,06/06/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
RAPANOS,LRB-2018-00568,Buffalo,"Steckel, Kelly",-75.97584999999998,43.09642,06/06/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
RAPANOS,LRB-2018-00595,Buffalo,"Zaremba Group, LLC",-81.26963000000002,41.74517,08/08/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276
RAPANOS,LRB-2018-00680,Buffalo,"Conti, Nancy",-75.39749999999998,42.8762,06/29/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
RAPANOS,LRB-2018-00829,Buffalo,"Hammond, Town of - Town Hall",-75.69462,44.44899,07/23/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
RAPANOS,LRB-2019-01163,Buffalo,"Modern Empire State Ventures, LLC - 6798 Fly Rd",-76.05880999999998,43.1002,02/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279
RAPANOS,LRB-2019-01296,Buffalo,"Hammond, Doug",-78.69199999999998,43.0895,06/19/2020,1,0,1,0,0,0,0,0,0,0,0,0,0,1,280
RAPANOS,LRB-2020-00097,Buffalo,"DG New York CS, LLC (Sorrell Hill II)",-76.35353000000002,43.14349,04/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281
RAPANOS,LRB-2020-00187,Buffalo,"AES DE DEvCo NC, LLC (AES) Ravich South",-77.87287999999998,42.985440000000004,06/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
RAPANOS,LRB-2020-00188,Buffalo,"AES DE DevCo NC, LLC Ravich North",-77.87524000000002,42.98863,06/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
RAPANOS,LRB-2020-00296,Buffalo,"Owego, Town of - Rt 434 Salt Barn",-76.22577,42.085390000000004,06/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284
RAPANOS,LRB-2020-00412,Buffalo,"Allison, Bill",-77.51803000000001,42.98742,04/03/2020,0,1,0,0,0,0,1,0,0,0,0,0,0,1,285
RAPANOS,LRB-2020-00443,Buffalo,O'Reilly Land Company,-81.19465,41.471340000000005,05/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286
RAPANOS,LRB-2020-00450,Buffalo,Solar Park Energy 12 LLC,-77.98755,43.18415,04/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
RAPANOS,LRB-2020-00522,Buffalo,"Glenbrooke Estates, Inc.",-81.31268,41.71118,06/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
RAPANOS,LRB-2020-00571,Buffalo,"Walden Company, Ltd., Equestra Court",-81.35758,41.287259999999996,06/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
RAPANOS,LRC-2000-20891,Chicago,AUTOHAUS ON EDENS,-87.78312,42.12292,05/16/2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0,290
RAPANOS,LRC-2003-12270,Chicago,JD RAYMOND & DUGAN ROAD - BIG ROCK TWP,-88.49521999999999,41.74013,07/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,291
RAPANOS,LRC-2003-22227,Chicago,ALLEN KOWBEL,-88.60689000000002,42.39369,03/11/2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,292
RAPANOS,LRC-2004-22513,Chicago,JD NORTHERN BUILDERS NEW LENOX SITE,-88.00758999999998,41.48937,11/04/2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,293
RAPANOS,LRC-2004-22750,Chicago,PINGREE CREEK PUD 200400785?,-88.40730000000002,42.078790000000005,12/13/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,294
RAPANOS,LRC-2005-13219,Chicago,Landmeier Property - Winding Creek,-88.34753000000002,41.86114,10/17/2017,0,1,0,0,0,0,1,0,1,1,0,0,0,1,295
RAPANOS,LRC-2005-23204,Chicago,Boulevard Development,-88.17125,41.58894,10/25/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,296
RAPANOS,LRC-2006-01008,Chicago,"Meyer Gravel , Lakemoor, JD Waters Edge",-88.22387999999998,42.332770000000004,12/29/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,297
